id,chapter,question,option_count,answers,answer_count,ui_control,issues,course_source
S2-Q83,Chapitre 3 - La preuve des droits,Le patrimoine est,5,"1,2,3,4,5",5,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 4"
S2-Q85,Chapitre 4 - Les juridictions,Parmi ces juridictions quelles sont celles compétentes pour un différend avec l'État,6,"3,4,6",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 2"
S2-Q86,Chapitre 4 - Les juridictions,Un arrêt de rejet,4,"2,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 8"
S2-Q87,Chapitre 1 - Définition et finalité du droit,Le contrat de travail est défini par,4,2,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 4"
S2-Q88,Sans chapitre fiable,"Pour qu'il s'agisse d'un contrat de travail à durée déterminée, il faut",5,"1,2,3,4",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q89,Chapitre 4 - Les juridictions,Le contrat de travail doit respecter des conditions de fond dont notamment le consentement. Celui-ci doit être,4,"1,2,3,4",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 15"
S2-Q91,Chapitre 1 - Définition et finalité du droit,Le CDI peut comporter une période d'essai dont la durée maximale est (Article 1221-19) du code du travail,3,2,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 5"
S2-Q92,Chapitre 1 - Définition et finalité du droit,La rupture d'un contrat à durée déterminée est possible si elle est,5,3,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 11"
S2-Q93,Sans chapitre fiable,Une interdiction totale des Technologies de l'information et de la communication (TIC),4,4,1,radio,NO_RELIABLE_COURSE_NOTE,
S2-Q94,Sans chapitre fiable,L'employeur peut,3,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q97,Sans chapitre fiable,La durée d'un CDD est,3,"1,2",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q98,Sans chapitre fiable,Le CDD doit être transmis,3,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S2-Q99,Sans chapitre fiable,"Si l'employeur ne respecte pas le délai, avec les ordonnances Macron",2,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S2-Q100,Sans chapitre fiable,Le CDD ne peut être rompu qu'en cas,4,"2,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q101,Sans chapitre fiable,L'indemnité de fin de contrat pour un CDD,3,"1,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q102,Sans chapitre fiable,Le montant de l'indemnité versé à la fin d'un contrat précaire peut être,3,"1,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q103,Sans chapitre fiable,La suspension d'un CDD fait,3,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S2-Q105,Sans chapitre fiable,"À défaut d'accord, la durée de la période d'essai pour un CTT",5,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q107,Sans chapitre fiable,Le conseil des prud'hommes,4,"2,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q108,Sans chapitre fiable,Le conseil des prud'hommes comporte plusieurs sections,9,"2,4,5,7,8",5,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S2-Q110,Sans chapitre fiable,Chaque section est composée,3,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S2-Q111,Chapitre 4 - Les juridictions,"En cas de partage des voix pour trancher le litige, il est fait appel à un juge départiteur. Il s'agit",4,4,1,radio,,"CHAP 4.pdf, p. 7"
S3-Q1,Chapitre 4 - Les juridictions,"En France, lorsqu'une décision est rendue par une juridiction du premier degré",3,2,1,radio,,"CHAP 4.pdf, p. 7"
S3-Q18,Chapitre 1 - Définition et finalité du droit,Le droit objectif est,4,3,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 4"
S3-Q22,Chapitre 6 - Les personnes,Une reconnaissance de paternité par un américain d'un enfant né d'une mère française est règlementée,5,1,1,radio,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 2"
S3-Q25,Chapitre 4 - Les juridictions,"En matière civile, une loi nouvelle est :",3,3,1,radio,,"CHAP 4.pdf, p. 19"
S3-Q56,Chapitre 5 - Les MARD,Monsieur et Madame X ont un différend avec leur garagiste. Celui-ci réclame 5 500 € de règlement alors que le devis était de 4 500 €. (Plusieurs réponses),6,"3,4",2,checkboxes,,"ENISE CHAP 5 MARD les modes alternatifs de règlement des différents.pdf, p. 1"
S3-Q73,Sans chapitre fiable,Pour qu'il s'agisse d'un contrat de travail à durée déterminée. Il faut (plusieurs réponses),5,"1,2,3,4",4,checkboxes,NO_RELIABLE_COURSE_NOTE,
S3-Q77,Chapitre 1 - Définition et finalité du droit,La rupture d'un contrat à durée déterminée est possible si elle est,3,,0,checkboxes,NO_ANSWER_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 11"
S3-Q80,Sans chapitre fiable,Il existe différentes formes télétravail et notamment le nomadisme,3,"2,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S3-Q83,Sans chapitre fiable,Le CDD doit être transmis,3,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S3-Q90,Sans chapitre fiable,A défaut d'accord la durée de la période d'essai pour un CTT (plusieurs réponses),5,"1,3,4",3,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q1,Chapitre 1 - Définition et finalité du droit,Le droit objectif désigne,3,3,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 2"
S4-Q2,Chapitre 1 - Définition et finalité du droit,Les principales fonctions du droit sont (plusieurs réponses possibles),5,"1,2,4,5",4,checkboxes,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 3"
S4-Q3,Sans chapitre fiable,Le droit bancaire fait parti,3,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q4,Chapitre 2 - Les sources du droit,Le pouvoir législatif appartient,4,1,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 8"
S4-Q5,Sans chapitre fiable,La loi est votée,4,4,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q9,Chapitre 2 - Les sources du droit,La promulgation de la loi est réalisée,4,3,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 4"
S4-Q11,Chapitre 2 - Les sources du droit,Les traités internationaux sont applicables si (plusieurs réponses),4,"1,2,3",3,checkboxes,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 1"
S4-Q12,Sans chapitre fiable,L'initiative de la loi,3,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q13,Chapitre 2 - Les sources du droit,Le traité de Lisbonne (plusieurs réponses),4,"2,3,4",3,checkboxes,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 2"
S4-Q15,Chapitre 2 - Les sources du droit,Le droit communautaire est un droit (plusieurs réponses),5,"1,3,4,5",4,checkboxes,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 2"
S4-Q17,Sans chapitre fiable,Le Parlement européen,4,4,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q19,Chapitre 4 - Les juridictions,La cour de cassation (plusieurs réponses),5,"2,5",2,checkboxes,,"CHAP 4.pdf, p. 8"
S4-Q20,Chapitre 4 - Les juridictions,La Cour de cassation (plusieurs réponses),4,"3,4",2,checkboxes,,"CHAP 4.pdf, p. 8"
S4-Q21,Sans chapitre fiable,Quelles sont les juridictions permanentes (plusieurs réponses),5,"1,2,3,4,5",5,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q22,Sans chapitre fiable,Les principes relatifs au jugement sont (plusieurs réponses),6,"3,4,5,6",4,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q24,Sans chapitre fiable,Un arrêt est rendu (plusieurs réponses),4,"1,2,3",3,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q25,Chapitre 6 - Les personnes,Le nom de famille,3,1,1,radio,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 2"
S4-Q27,Chapitre 6 - Les personnes,Le mineur,4,3,1,radio,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 7"
S4-Q28,Chapitre 4 - Les juridictions,Une personne morale obéit à plusieurs principes (plusieurs réponses),4,"1,2",2,checkboxes,,"CHAP 4.pdf, p. 10"
S4-Q30,Chapitre 2 - Les sources du droit,La doctrine est constituée (plusieurs réponses),5,"1,2",2,checkboxes,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 7"
S4-Q31,Chapitre 3 - La preuve des droits,Lors d'un procès la preuve incombe,3,3,1,radio,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 9"
S4-Q33,Chapitre 3 - La preuve des droits,Un acte sous seing privé (plusieurs réponses possibles),4,"1,3,4",3,checkboxes,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 14"
S4-Q34,Sans chapitre fiable,Un aveu (plusieurs réponses possibles),4,"1,4",2,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q36,Chapitre 3 - La preuve des droits,Une personne est recherchée depuis plusieurs jours sans succès suite à une balade en pleine mer (plusieurs réponses possibles),4,"2,3",2,checkboxes,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 18"
S4-Q40,Chapitre 6 - Les personnes,La personnalité juridique est reconnue (plusieurs réponses),4,"1,2",2,checkboxes,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 2"
S4-Q44,Chapitre 1 - Définition et finalité du droit,Les droits patrimoniaux (plusieurs réponses),5,"1,2,3",3,checkboxes,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 5"
S4-Q45,Sans chapitre fiable,Une chose fongible est aussi (plusieurs réponses),4,"1,3",2,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q46,Sans chapitre fiable,Une chose commune,4,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q47,Chapitre 5 - Les MARD,Monsieur et Madame X ont un différend avec leur garagiste. Celui-ci réclame 3500 € de règlement alors que le devis était de 2500 € (plusieurs réponses),7,"4,6,7",3,checkboxes,,"ENISE CHAP 5 MARD les modes alternatifs de règlement des différents.pdf, p. 1"
S4-Q48,Chapitre 3 - La preuve des droits,Votre ami est artisan. Il vous demande ce qu'est la notion de patrimoine d'affectation (plusieurs réponses possibles),5,"2,3,4,5",4,checkboxes,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 4"
S4-Q52,Chapitre 4 - Les juridictions,"Parmi ces juridictions, quelles sont celles compétentes pour un différend avec l'État (plusieurs réponses possibles)",6,"3,4,6",3,checkboxes,,"CHAP 4.pdf, p. 2"
S4-Q53,Chapitre 4 - Les juridictions,Un arrêt de rejet (plusieurs réponses),4,"2,3,4",3,checkboxes,,"CHAP 4.pdf, p. 8"
S4-Q55,Chapitre 4 - Les juridictions,"Pour qu'il s'agisse d'un contrat de travail, il faut (plusieurs réponses)",5,"2,3,4,5",4,checkboxes,,"CHAP 4.pdf, p. 10"
S4-Q56,Chapitre 4 - Les juridictions,"Le contrat de travail doit respecter des conditions de fond dont notamment le consentement, celui-ci doit être (plusieurs réponses possibles)",4,"1,2,3,4",4,checkboxes,,"CHAP 4.pdf, p. 15"
S4-Q57,Chapitre 3 - La preuve des droits,"Selon l'article 1221-3 du code du travail, le contrat de travail établi par écrit est rédigé",3,1,1,radio,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 14"
S4-Q59,Sans chapitre fiable,La rupture d'un contrat à durée déterminée peut-être,4,3,1,radio,NO_RELIABLE_COURSE_NOTE,
S4-Q61,Sans chapitre fiable,L'employeur peut (plusieurs réponses possibles),3,"1,2,3",3,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q62,Sans chapitre fiable,Il existe différentes formes télétravail et notamment le nomadisme (plusieurs réponses possibles),3,"2,3",2,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q64,Sans chapitre fiable,La durée d'un CDD est,2,"1,2",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S4-Q66,Sans chapitre fiable,Le conseil des prud'hommes (plusieurs réponses possible),4,"2,3",2,checkboxes,NO_RELIABLE_COURSE_NOTE,
S4-Q69,Chapitre 3 - La preuve des droits,Le montant de l'indemnité versé à la fin d'un contrat précaire peut-être (plusieurs réponses possibles),3,"1,3",2,checkboxes,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 18"
S4-Q70,Sans chapitre fiable,La suspension d'un CDD fait,2,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q1,Chapitre 4 - Les juridictions,"Le droit, d'une manière générale, puise ses origines dans les religions",2,1,1,radio,,"CHAP 4.pdf, p. 14"
S5-Q2,Sans chapitre fiable,Saint Thomas d'Aquin est-il ?,3,3,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q3,Chapitre 1 - Définition et finalité du droit,Le droit qui reconnaît des prérogatives aux individus est-il ?,3,2,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 4"
S5-Q4,Chapitre 4 - Les juridictions,La règle de droit est-elle un commandement,3,1,1,radio,,"CHAP 4.pdf, p. 3"
S5-Q5,Chapitre 1 - Définition et finalité du droit,"Quelles sont, parmi ces citations, les caractéristiques de la règle de droit ?",8,"2,5,6,8",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 6"
S5-Q6,Chapitre 1 - Définition et finalité du droit,Le droit pénal est un droit,3,2,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 12"
S5-Q7,Chapitre 1 - Définition et finalité du droit,Le droit ne régit pas le corps social mais la conscience,2,2,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 11"
S5-Q8,Chapitre 2 - Les sources du droit,Le droit international est-il opposable en France ?,6,5,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 1"
S5-Q9,Chapitre 4 - Les juridictions,"Qui a dit : entre le riche et le pauvre, entre le fort et le faible, c'est la Liberté qui opprime et c'est la Loi qui affranchit",8,4,1,radio,,"CHAP 4.pdf, p. 5"
S5-Q10,Sans chapitre fiable,"Pour un particulier, une directive européenne a une valeur",3,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q11,Chapitre 2 - Les sources du droit,"Pour un particulier, une directive européenne non transposée a une valeur",3,1,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 2"
S5-Q12,Sans chapitre fiable,Les règlements adoptés par le parlement européen,4,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q13,Sans chapitre fiable,Une ordonnance est adoptée par,4,4,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q14,Chapitre 6 - Les personnes,"Pour le particulier, une circulaire ministérielle a une valeur juridique",3,1,1,radio,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 3"
S5-Q15,Chapitre 2 - Les sources du droit,La promulgation d'une loi est opérée par,3,3,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 4"
S5-Q16,Sans chapitre fiable,"Une loi entre, en principe, en vigueur",3,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q17,Chapitre 2 - Les sources du droit,"Chaque année, le Parlement vote",3,1,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 4"
S5-Q19,Chapitre 3 - La preuve des droits,"À l'occasion d'un contrat en cours d'exécution, une loi nouvelle",3,3,1,radio,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 4"
S5-Q20,Chapitre 3 - La preuve des droits,"Deux personnes de nationalité espagnole se marient à Lyon, s'applique",3,1,1,radio,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 2"
S5-Q21,Chapitre 1 - Définition et finalité du droit,"Par rapport à la loi, une coutume est",3,1,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 4"
S5-Q22,Sans chapitre fiable,La vente est (à compléter),3,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q23,Sans chapitre fiable,Un accident est,2,1,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q24,Chapitre 1 - Définition et finalité du droit,Le droit commercial est une branche,3,1,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 12"
S5-Q25,Chapitre 3 - La preuve des droits,Une dette fait-elle partie du patrimoine d'une personne ?,4,1,1,radio,,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 16"
S5-Q26,Chapitre 1 - Définition et finalité du droit,L'article 1364 du Code Civil dispose que l'on est responsable des choses que l'on a sous sa garde,2,1,1,radio,,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 5"
S5-Q27,Chapitre 6 - Les personnes,Le droit français est d'origine,2,1,1,radio,,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 5"
S5-Q28,Sans chapitre fiable,Une société est-elle,2,2,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q29,Sans chapitre fiable,Combien y a-t-il de codes en France,6,4,1,radio,NO_RELIABLE_COURSE_NOTE,
S5-Q30,Chapitre 2 - Les sources du droit,La doctrine est-elle constituée de,4,1,1,radio,,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 7"
S5-Q31,Chapitre 2 - Les sources du droit,La doctrine a-t-elle la valeur,2,,0,checkboxes,NO_ANSWER_KEY,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 3"
S5-Q32,Chapitre 4 - Les juridictions,Le traité de Maastricht est-il supérieur,2,1,1,radio,,"CHAP 4.pdf, p. 13"
S5-Q33,Sans chapitre fiable,Les décrets sont signés par,5,"1,2",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q1,Chapitre 1 - Définition et finalité du droit,Le droit objectif est,4,"1,4",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 4"
S6-Q2,Chapitre 1 - Définition et finalité du droit,Les droits subjectifs,4,"1,2,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 5"
S6-Q3,Chapitre 1 - Définition et finalité du droit,La règle de droit est,5,"1,3,4,5",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 6"
S6-Q4,Chapitre 1 - Définition et finalité du droit,Le droit public,4,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 10"
S6-Q5,Chapitre 1 - Définition et finalité du droit,Le droit privé,4,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 1 Définition et finalité du droit-1.pdf, p. 11"
S6-Q6,Chapitre 2 - Les sources du droit,Le droit international,4,"2,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 1"
S6-Q7,Chapitre 2 - Les sources du droit,Le droit de l'Union Européenne,4,"1,2,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 2"
S6-Q8,Sans chapitre fiable,La constitution Française,4,"2,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q9,Chapitre 2 - Les sources du droit,La loi,6,"2,6",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 4"
S6-Q10,Sans chapitre fiable,L'initiative d'une loi est,4,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q11,Chapitre 2 - Les sources du droit,Le règlement (décrets – arrêtés),4,"1,2,3,4",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 2 LES SOURCES DU DROIT.pdf, p. 6"
S6-Q12,Chapitre 3 - La preuve des droits,Les actes juridiques,5,"1,2,4,5",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 2"
S6-Q13,Chapitre 3 - La preuve des droits,Les faits juridiques,4,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 3"
S6-Q14,Chapitre 3 - La preuve des droits,La preuve des droits,5,"1,2,5",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 7"
S6-Q15,Sans chapitre fiable,L'objet de la preuve,4,"3,4",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q16,Chapitre 3 - La preuve des droits,La charge de la preuve,4,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 9"
S6-Q17,Chapitre 3 - La preuve des droits,Les moyens de la preuve,6,"1,5,6",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 3 LA PREUVE DES DROITS.pdf, p. 12"
S6-Q18,Sans chapitre fiable,L'organisation judiciaire,5,"2,4,5",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q19,Chapitre 4 - Les juridictions,Les juridictions judiciaires,4,"1,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 2"
S6-Q20,Chapitre 4 - Les juridictions,Le tribunal judiciaire,4,"2,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 4"
S6-Q21,Chapitre 4 - Les juridictions,Les juridictions pénales sont composées,5,"2,3,5",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 6"
S6-Q22,Chapitre 4 - Les juridictions,Le principe du double degré de juridiction,5,"3,5",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 7"
S6-Q23,Chapitre 4 - Les juridictions,Faire appel d'une décision consiste à,6,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 7"
S6-Q24,Chapitre 4 - Les juridictions,Le pourvoi en cassation consiste à,5,"1,5",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 8"
S6-Q25,Chapitre 4 - Les juridictions,Les grands principes de la justice,4,"1,2,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 11"
S6-Q26,Chapitre 4 - Les juridictions,Les conditions d'une action en justice,4,"1,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"CHAP 4.pdf, p. 15"
S6-Q27,Chapitre 4 - Les juridictions,L'autorité de la chose jugée signifie,4,2,1,radio,,"CHAP 4.pdf, p. 16"
S6-Q28,Chapitre 4 - Les juridictions,Le mécanisme de l'appel permet,4,3,1,radio,,"CHAP 4.pdf, p. 17"
S6-Q29,Sans chapitre fiable,Les auxiliaires de justices sont,4,"2,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q30,Chapitre 5 - Les MARD,"Avec les MARD, la conciliation permet",4,1,1,radio,,"ENISE CHAP 5 MARD les modes alternatifs de règlement des différents.pdf, p. 1"
S6-Q31,Chapitre 5 - Les MARD,La conciliation ou la médiation permet,4,"2,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 5 MARD les modes alternatifs de règlement des différents.pdf, p. 3"
S6-Q32,Sans chapitre fiable,L'arbitrage,4,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q33,Chapitre 5 - Les MARD,La sentence arbitrale,4,"1,3",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 5 MARD les modes alternatifs de règlement des différents.pdf, p. 6"
S6-Q34,Chapitre 6 - Les personnes,Les éléments d'identification d'une personne physique sont,5,"1,2,3,4,5",5,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 3"
S6-Q35,Chapitre 6 - Les personnes,Les éléments d'identification d'une personne morale sont,4,"1,3,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 5"
S6-Q36,Chapitre 6 - Les personnes,La fin de la personne morale est,4,"3,4",2,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 4"
S6-Q37,Chapitre 6 - Les personnes,Les régimes de protection des majeurs sont,4,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 9"
S6-Q38,Sans chapitre fiable,Une mesure de protection d'un majeur est décidée par,4,"1,2,3,4",4,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q39,Sans chapitre fiable,Avec une mesure de tutelle,4,"1,2,4",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY;NO_RELIABLE_COURSE_NOTE,
S6-Q40,Chapitre 6 - Les personnes,La capacité de jouissance d'une personne morale,4,"1,2,3",3,checkboxes,NO_MULTIPLE_HINT_BUT_MULTIPLE_KEY,"ENISE CHAP 6 LES PERSONNES-1.pdf, p. 13"
